mean_x,standard deviation_x,variance_x,rms_x,skewness_x,kurtosis_x,mean_y,standard deviation_y,variance_y,rms_y,skewness_y,kurtosis_y,fft_order1_x,fft_order2_x,fft_order3_x,fft_order1_y,fft_order2_y,fft_order3_y,class
0.001344557,0.01179713,0.000139172,0.01187339,-0.653572389,2.133193901,-0.000707437,0.013143791,0.000172759,0.013162688,0.320380586,1.7605359,0.005233931,0.000215468,0.001857785,0.002386388,0.00018001,0.000567703,1
0.001337513,0.011847221,0.000140357,0.011922368,-0.660752927,2.137108308,-0.000642492,0.013227194,0.000174959,0.01324266,0.322295457,1.744818951,0.005269662,0.000197621,0.001875662,0.002437143,0.000209226,0.000589391,1
0.001327835,0.011793856,0.000139095,0.011868254,-0.659236754,2.138948853,-0.000640526,0.013169477,0.000173435,0.013184916,0.315986352,1.754113046,0.005268119,0.000208722,0.001866089,0.00241977,0.000188411,0.000558806,1
0.001330788,0.011798942,0.000139215,0.011873639,-0.663956328,2.151766578,-0.000699053,0.013200821,0.000174262,0.013219189,0.320018907,1.762778086,0.005243998,0.000214963,0.001869542,0.002398986,0.000195145,0.000566965,1
0.001340594,0.011823551,0.000139796,0.011899194,-0.668238214,2.142203461,-0.000684249,0.013227499,0.000174967,0.013245056,0.319180642,1.745336149,0.005252837,0.000201517,0.001830759,0.002396988,0.000178992,0.000573605,1
0.001333441,0.011849571,0.000140412,0.011924247,-0.674175122,2.146937039,-0.000661111,0.013269698,0.000176085,0.013286027,0.325468397,1.759831088,0.005248874,0.000160938,0.001837114,0.002403115,0.000137658,0.000584548,1
0.001344254,0.011832905,0.000140018,0.011908901,-0.671332165,2.145098127,-0.000640559,0.013270198,0.000176098,0.01328552,0.323488442,1.755569745,0.005241109,0.000180523,0.001856409,0.002425989,0.000144936,0.000556977,1
0.001346289,0.011850854,0.000140443,0.011926965,-0.670658219,2.136718238,-0.000655673,0.013295863,0.00017678,0.013311891,0.321385,1.74785262,0.00527336,0.000181027,0.001858588,0.002456879,0.000159007,0.000573184,1
0.00134615,0.011958033,0.000142995,0.012033448,-0.664583194,2.13599251,-0.000639651,0.013445334,0.000180777,0.01346041,0.324243531,1.749593532,0.00526721,0.000206193,0.001876701,0.002478795,0.000186791,0.000584512,1
0.0013282,0.011952815,0.00014287,0.012026268,-0.66491222,2.129209167,-0.000675054,0.013506052,0.000182413,0.01352278,0.325578929,1.755200472,0.005239878,0.00019924,0.001860796,0.00247089,0.000219482,0.000579125,1
0.001348857,0.011952194,0.000142855,0.01202795,-0.664879507,2.132384808,-0.000677749,0.013503522,0.000182345,0.013520388,0.331526642,1.758716223,0.005244565,0.000190884,0.001876324,0.002512486,0.000223501,0.000584588,1
0.001392785,0.011954256,0.000142904,0.012035003,-0.664447315,2.134245927,-0.000674847,0.013472959,0.000181521,0.013489719,0.32821548,1.760678351,0.005249783,0.000187576,0.001861402,0.002480949,0.000206188,0.000607074,1
0.001329303,0.011939875,0.000142561,0.012013529,-0.662495297,2.126825075,-0.000661058,0.013499093,0.000182226,0.013515138,0.326954148,1.759749182,0.005228492,0.000199456,0.001853815,0.002476717,0.000183517,0.000603024,1
0.001331126,0.01193566,0.00014246,0.012009542,-0.661384082,2.126035275,-0.000690492,0.013467225,0.000181366,0.013484784,0.330284907,1.755553208,0.005251561,0.000208895,0.001891265,0.002488195,0.000176885,0.000583259,1
0.001341098,0.011927146,0.000142257,0.01200219,-0.667157727,2.137506062,-0.000675462,0.013391415,0.00017933,0.013408309,0.324509587,1.752160065,0.005268195,0.000183656,0.001868356,0.002487645,0.000170376,0.000587233,1
0.001347274,0.011847633,0.000140366,0.011923876,-0.663815722,2.139127309,-0.000666916,0.01323266,0.000175103,0.013249326,0.324384567,1.751026487,0.005280084,0.000196166,0.001862855,0.00248157,0.000163973,0.000555849,1
0.001337447,0.011836746,0.000140109,0.011911951,-0.669750825,2.145756589,-0.000660997,0.013199471,0.000174226,0.013215882,0.320956052,1.75980016,0.005262232,0.000178936,0.001851591,0.002417805,0.00015037,0.000585498,1
0.001315292,0.011823991,0.000139807,0.011896807,-0.66015744,2.142283851,-0.000629206,0.013340079,0.000177958,0.013354779,0.336108818,1.762220222,0.005224709,0.000179024,0.001882293,0.002485019,0.000137897,0.000554789,1
0.001322065,0.011838025,0.000140139,0.011911505,-0.657990629,2.129758169,-0.000648406,0.01343442,0.000180484,0.013449927,0.340893684,1.76356563,0.005253488,0.000169506,0.001853046,0.002503836,0.000158405,0.000564555,1
0.001332347,0.01185425,0.000140523,0.011928774,-0.666975359,2.144966951,-0.000661854,0.013387871,0.000179235,0.013404091,0.338714946,1.764303574,0.005273422,0.000198099,0.001852684,0.002489873,0.000176238,0.000573709,1
0.00134001,0.011856333,0.000140573,0.011931702,-0.663247739,2.138940352,-0.000639841,0.01334996,0.000178221,0.013365155,0.329047029,1.755935516,0.00529444,0.000176067,0.001868327,0.002491478,0.00017136,0.000583334,1
